Region,Country,State/Province,Standard of Living,Cost of Living (Index),Income Tax Rate (%),GNH,GDP (in USD Trillions),Average Income (USD),Employment Rate (%),"Crime Rate (per 100,000)",No. of Unicorns,Population (millions),Life Expectancy (years),Internet Penetration (%),Literacy Rate (%),Healthcare Quality Index,Education Index,Public Debt (% of GDP),Urbanization Rate (%),Renewable Energy Usage (%),Inflation Rate (%),Average Temperature (°C),Freedom of Press Index,Foreign Direct Investment (USD Billions),Median Age,Education Index.1,Poverty Rate (%),Military Expenditure (% of GDP),Carbon Emissions (Tonnes per Capita),Renewable Energy (%),Tourism Revenue (Billions USD),Transportation Infrastructure Index,Housing Price Index,Currency Strength (vs USD),Work-Life Balance Score,Average Work Hours per Week,Corruption Index,Political Stability Index,Happiness Index,Innovation Index,Startup Ecosystem Score,Higher Education Enrollment (%),Female Labor Participation (%),Gender Equality Index,Crime Severity Index,Environmental Performance Index,Public Debt (% of GDP).1,Trade Balance (Billions USD),Number of Patents Filed
Africa,Nigeria,Lagos,Low,85,32.83512538,6.1,17.81,27227,82.87355016,450,92,1083.9,79.64615134,89.30364543,89.58980364,83,45,46.24588503,90.72296822,18.57506609,14.72582717,6.518912554,2.662538723,108.6,42.82470538,0.70407743,4.892152998,0.953162808,2.202964509,8.872268486,375.8599118,0.322839445,165.2016436,0.436429592,8.595909688,59.1975335,26.73373983,-0.947880635,6.511966136,4.119631485,3.60614557,11.66951647,14.72040233,0.317376134,3.985552271,65.11104272,204.2930491,276.483157,19737
South America,Colombia,Bogotá,Medium,96,47.76300065,5.7,19.12,6054,70.99083648,173,101,478.9,52.54054646,45.08606755,57.63947495,77,79,134.0194833,75.67434291,17.97082303,4.048587511,0.649297547,29.17563456,25.8,37.03316726,0.509404787,9.328807605,4.142233635,12.23103633,55.42175846,281.8360997,0.385119991,175.7656247,1.809203092,5.955394155,41.60668095,29.58927228,2.442624628,4.921690715,50.57427026,6.572520314,20.06558833,43.03428075,0.078250866,5.257942179,71.2918314,211.8083075,-5.26733232,3628
North America,Canada,Ontario,High,152,12.63004573,4.9,6.81,39132,68.64558969,172,32,498.8,54.0834623,68.3962556,94.14668153,60,67,113.2072396,26.0920655,16.77947023,3.882355087,32.02115463,28.45575696,45.1,17.8457408,0.072094918,21.09297568,5.82421531,15.77971555,65.07290841,16.01310094,0.319943487,187.8683381,0.69913195,1.957103922,54.44108317,85.98135278,2.117866203,9.139984668,73.95212922,1.635738656,66.4087184,28.17572911,0.47474303,6.338860093,71.10095101,31.65619195,438.3557899,33393
Oceania,New Zealand,Auckland,High,182,43.95679146,5.4,19.66,62907,76.26554829,356,100,536.2,67.56737587,55.20829013,80.17000025,77,88,59.58056518,80.9322447,35.02479514,12.28254973,21.16665191,27.06383289,173.2,18.05751589,0.295317037,19.26609779,0.342413981,18.39485782,21.33070165,399.8736811,0.229788626,169.0410928,0.440780787,4.658570904,28.51564226,87.73235096,0.097309109,9.683071264,62.54670242,6.333495667,57.17653697,81.78634614,0.974777668,9.933305278,85.5125658,109.3650961,415.029189,6594
Asia,Indonesia,Jakarta,Low,173,5.250525609,5.8,10.46,23633,65.05377258,307,32,369.2,80.13680488,54.20225384,43.96636917,85,71,26.10739544,81.39348933,17.96696038,1.80168066,12.40078143,10.74995774,54.3,21.52414274,0.406340314,36.84985693,8.658100932,15.15973988,52.60476131,18.7624381,0.844374798,153.3521414,1.102525357,0.946536223,31.6867451,62.70523436,-2.423410875,8.181569348,39.36356739,8.086679204,68.00242436,88.96068606,0.984872715,4.398042688,31.82548344,123.1954506,185.8807357,45997
Africa,South Africa,Western Cape,Medium,55,33.50393892,3,7.36,47373,58.76045309,458,105,940.3,84.24505354,55.94923176,91.91636346,68,70,149.4355214,83.51951212,19.71049719,6.237266451,1.099460865,15.36177194,182.7,18.827751,0.641835929,27.12632266,4.230521801,17.96964106,32.98963752,458.034649,0.007571794,106.788105,0.464463855,4.361230305,57.1599477,42.0410922,-2.174164566,8.326096181,3.67975237,2.556093292,37.78258315,91.56404079,0.993780048,4.919579263,94.56730256,256.5454068,280.5000792,49206
Africa,South Africa,Western Cape,Low,156,10.40702085,3.2,0.61,36243,64.76541417,249,148,420.4,62.7618668,39.28423113,56.61761857,55,44,100.9632488,89.30588723,40.49245044,5.299467902,29.407716,5.442295955,74,43.3563632,0.314137151,46.99505875,8.768995012,19.6535911,19.51724137,414.3693193,0.476896651,95.20406247,1.889161008,6.303860752,41.53734596,76.07366812,-1.823409726,7.697363007,19.65840636,6.658424256,28.41589301,24.83325213,0.02630494,2.85901041,19.64317575,264.7595814,-111.2223246,20895
Antarctica,Antarctica,Antarctica,High,194,42.95728303,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,28.58204793,0.917056371,5.744935965,9.584516954,8.895123741,60.76162008,471.5104804,0.836840253,148.6189812,0.10630778,9.546690674,27.52695774,50.86382688,1.050099013,0.422577512,78.66643389,3.474429506,96.14356848,62.67385191,0.875854579,9.264594858,65.62901894,274.0902741,112.9745147,18670
Europe,Spain,Catalonia,Low,193,7.47780519,7.9,24.79,57629,78.69966892,417,60,390.7,65.09273222,45.75191518,77.22813183,42,47,30.35615739,21.77343553,28.11797228,18.92315069,5.032486244,7.281879165,189.5,20.07879685,0.474131146,2.115914321,8.567565166,15.12983307,46.44507538,258.0893669,0.54493716,132.7339604,1.349666693,3.522280985,23.42804989,10.96464803,1.291160468,5.036748506,76.09839941,1.874049809,0.577145177,55.79642907,0.757221768,0.725898721,72.28849102,255.9786347,-384.148917,22341
North America,Canada,Quebec,Low,144,6.403512417,7.5,13.88,61120,82.3618587,288,103,86.8,81.12074425,79.98456473,99.66785809,34,53,56.57763293,44.77067222,26.17246977,16.41835108,-7.706491549,18.32288535,109.9,17.25590159,0.698440468,38.48317637,2.209991019,12.5150407,21.24909702,457.6806726,0.515333283,115.9555038,0.310928565,6.331244414,30.65434941,64.06438231,-2.350621153,8.751068057,12.43080021,3.024851946,95.39645994,28.98950781,0.433406708,2.300661003,51.33806174,62.03729995,-210.9786374,24495
Europe,Germany,Berlin,Very High,61,41.93097384,4.1,23.56,5733,83.99514258,20,116,1220.4,64.5971414,63.85716305,97.01585467,75,69,65.19945562,95.93070075,50.24412169,1.612646787,35.48390382,24.78042483,193.6,29.42774298,0.557456285,25.37357563,1.072565715,0.242612137,45.7483149,134.4535324,0.228560705,86.46893723,1.519759916,2.75800495,57.60230475,90.04090496,1.724243249,0.461933711,81.00101969,3.452715223,78.61538373,79.0922476,0.942641059,0.58864199,45.64864961,205.470163,-398.6098964,48114
Africa,Kenya,Mombasa,Medium,118,18.22415771,4.4,24.49,5911,51.49802596,417,138,1004.5,61.87021379,78.22549017,62.52832723,87,64,26.73410645,76.56715524,22.16667469,16.48043246,-9.522413659,26.59645674,183.9,24.44602964,0.067172691,41.84977886,8.740985892,11.87256941,71.06304459,131.0219536,0.290283555,122.3499854,1.055644553,4.417490983,36.22955473,9.115590608,1.929406284,5.401683985,17.28933559,1.775051441,88.03956752,30.45142081,0.690449768,7.296330166,5.454925984,284.6585163,-138.9942138,31140
South America,Colombia,Medellín,High,51,43.12878965,3.1,18.62,63994,66.80579011,320,48,898.3,50.68570163,67.82754278,65.93411877,90,81,83.93119905,69.80144362,8.572326238,4.570160457,-12.29850323,12.89934325,113.2,20.68505307,0.179208019,28.30218648,8.394794292,5.065232315,37.16337141,324.9988726,0.790318985,66.91476786,1.743482024,7.635570667,22.92754083,33.11090907,-2.445367328,6.016310268,93.85549157,6.001534654,53.94135525,81.47828703,0.84693643,0.536766048,10.9063487,288.2312889,130.5450997,5525
North America,United States,Texas,Low,103,12.58963097,7.6,18.9,73751,81.71966613,374,133,712.4,63.67668586,20.72036165,48.49012595,79,59,79.13160329,44.34340164,12.38472317,14.17941427,31.65184051,29.96869818,79.7,39.90290122,0.578962676,27.38033062,4.313274722,5.065166419,26.60525167,292.0917856,0.887178367,121.4327843,1.559171834,9.918604081,37.34566924,89.12224901,-0.454210566,0.854200965,25.23705132,6.880388018,36.64699561,80.54198283,0.207086514,8.890019181,68.7066368,102.1831636,147.5489825,11617
Oceania,Australia,Victoria,High,86,46.9307718,3.5,22.63,50378,56.44272691,286,80,1334.9,63.73432359,50.93050901,98.47726502,39,80,135.6464251,61.29701327,54.92438756,2.029003812,11.42030689,10.27972969,91.5,15.74200319,0.024944906,44.30181532,5.362287993,9.322978299,54.70562406,149.7420654,0.360265102,87.38641092,1.575524937,8.985758536,42.64147325,22.90229416,2.41127064,3.229202357,53.34257209,3.321681017,58.59711913,78.64229157,0.058875622,3.802304877,16.25609325,185.3188994,289.8854826,37748
South America,Argentina,Buenos Aires,Low,106,13.24258982,7.4,14.15,50940,85.41003418,257,128,406.2,73.70432643,75.76562079,56.80264591,42,74,147.5117211,53.49783415,12.32250479,16.28568726,33.640689,9.677979248,56.6,31.21697242,0.998409085,48.91427846,0.951300467,3.162878724,23.00996725,151.6145668,0.587319007,54.17083105,1.30963879,2.307911249,40.70809152,51.96308481,-0.132289109,7.374666924,54.31203783,5.440276891,32.84444181,65.99437084,0.40625349,4.391827994,3.632297656,160.0065165,160.0200099,8873
Europe,Germany,Bavaria,Low,180,28.30882741,3.1,15.86,21469,99.45006435,113,146,59.7,65.55632699,89.75233753,76.29629445,58,89,32.55382958,54.42320461,23.17420087,4.19926894,29.26481874,13.73233104,135,44.13975544,0.301220692,48.66879799,9.150571284,14.52768893,20.54978598,417.9616982,0.678292449,131.6338798,1.001030342,0.317652857,51.78730117,78.56618849,-0.48051354,2.58253733,16.77973054,7.718598189,51.51674204,91.83077746,0.268730854,8.416633433,89.0925951,3.472185226,-270.6259698,27903
North America,Mexico,Jalisco,Medium,96,28.21616477,5.4,2.91,74493,88.23508998,132,129,23.2,57.09980719,27.4596996,66.1588222,89,71,52.08020379,86.26639912,42.37161159,16.45331243,-1.866349787,1.411198152,6.1,22.48966032,0.873573062,47.51862178,2.346781446,15.0044086,3.784511718,486.5292634,0.372743151,184.6279828,1.66365603,0.52063872,56.29644571,38.1671841,-1.012460925,2.774901321,73.18839037,4.360636392,92.6872644,58.36314237,0.982652159,3.575178444,72.78364366,52.87719911,-363.281321,33899
Asia,China,Beijing,Low,185,32.11657169,6.2,1.13,40230,66.19795856,331,147,1369.5,70.20550861,48.49662591,66.80105955,40,42,101.675636,85.6015423,31.02875474,6.884545815,28.54679734,0.080816012,136,48.98426236,0.184634997,23.27767972,4.631559091,15.42417304,23.18885313,244.7814743,0.035719626,133.5324859,1.673999842,6.385983784,36.99732494,9.769408593,1.050981993,8.144782891,85.02889547,1.044250109,38.06699755,94.24655954,0.565792122,1.504033638,25.82027971,49.79956914,314.5838073,13642
Africa,Kenya,Mombasa,Low,90,44.93568487,7.9,14.67,66181,54.0579299,232,127,479,55.37274057,68.83184115,66.76709096,60,78,96.36606498,75.00943516,48.67019255,8.544938544,32.91359547,5.037117622,106.1,16.82053982,0.026960586,20.80349803,2.878598443,19.2543566,81.37474174,459.1639361,0.991084575,53.84683152,1.912166259,1.375930247,52.59724544,12.52001122,-0.336152741,3.762828483,77.69726678,7.809031916,74.05385004,52.24357088,0.832063141,2.380740635,37.0931895,95.20728318,272.5487657,34562
Oceania,New Zealand,Wellington,Medium,127,15.26123673,3.3,2.39,9424,67.87781882,145,54,29.2,64.92919399,37.78944526,62.5655004,58,75,80.10464518,73.28582594,40.90772996,10.52169941,10.92959509,10.2175244,114,31.51646433,0.185403967,36.36372908,6.52511157,8.932804303,15.64641258,411.9179017,0.0360737,143.6948884,1.443232658,0.430398662,50.14471251,58.04864481,1.898267081,0.063422544,84.34610479,2.796591265,27.77470674,25.04034503,0.238043015,1.518373005,64.95402669,109.9103223,-469.1986153,14260
Europe,Spain,Catalonia,Very High,99,46.25542491,5,8.6,79992,61.2040451,336,27,170.3,80.36178123,77.5436782,42.38417602,56,77,23.7079032,54.5643239,36.72287806,18.60293223,28.77371507,8.20535123,87.6,46.61796089,0.440891454,40.99959043,1.238234478,11.81711727,52.58139612,402.9773033,0.265264049,70.74805506,1.045755272,1.990354978,30.70905105,84.15668191,-1.685905684,8.556766941,89.12270881,3.572856691,56.06893056,22.92547629,0.21278935,0.088690052,76.16301119,215.3654004,474.0255309,38546
Asia,Japan,Tokyo,Very High,197,47.40925559,6.9,16.92,10129,70.68224311,325,91,67.3,80.53876478,67.64803215,47.57293182,74,73,89.72985842,28.72956511,52.98048366,2.952575746,-19.35585724,24.41341024,60.7,43.66311944,0.850270941,22.57528229,2.534669297,13.41559295,89.87276573,462.8028795,0.678139528,149.4344083,0.486430487,6.047166472,22.93234952,95.35765785,-1.172720807,1.850546576,43.40694961,6.356757114,88.74416025,98.93601681,0.730458992,9.177097809,3.056344593,218.4269573,-462.5641033,40990
Europe,Spain,Catalonia,Low,53,9.219353082,5.6,24.28,42462,67.99610928,85,28,494.2,63.26515202,41.62737951,91.54128549,86,62,128.9266155,94.80031017,48.6600498,15.79074625,-9.351255635,3.295676347,7.4,27.84423456,0.868038111,2.473791593,1.507576572,0.75077594,6.58212801,183.0244056,0.303142691,147.876598,0.928225502,7.174230707,46.43396127,66.11854822,-0.133333807,6.211157509,24.97768887,3.767995978,69.07944017,25.55096521,0.663883873,7.457074011,39.13178742,85.97981985,-25.12240931,44901
Oceania,Australia,Victoria,Low,98,28.63156931,7.9,2.08,29369,85.19077746,391,113,657,57.19903768,32.62416067,97.79768374,52,75,130.6974009,97.12043949,20.96495754,10.21371156,-8.130050116,17.373246,55.1,33.78972662,0.166425331,36.91399487,6.347991876,16.64762924,90.18016562,83.66701182,0.749996578,123.505622,0.611653875,8.62788448,20.10112763,32.07605293,-2.134248002,1.923839094,64.513277,9.065747328,62.18744234,68.85754284,0.912748903,9.407756138,36.06701996,97.5197249,53.06449177,45611
Asia,Indonesia,Bali,High,110,8.087325624,7.6,18.66,32288,79.00431208,303,58,779.9,78.35986305,64.96287307,53.95715552,56,65,44.62293239,92.30935129,45.75911038,17.67203629,13.64944305,14.62132181,27,21.00223252,0.060785272,31.47400888,2.062512308,16.56051685,22.03743875,72.36222766,0.233679137,107.5214405,0.895296769,2.101491584,35.18223779,62.43864854,-1.206963117,9.461904002,31.56143691,0.620030314,53.90533872,53.17739175,0.60776069,4.429022221,55.46323487,251.5976487,-432.0389801,27483
Antarctica,Antarctica,Antarctica,Low,96,22.10335652,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,33.87613241,0.695260513,43.69703146,9.655519084,18.6399875,8.815183258,281.701611,0.439627991,62.37840396,1.734916058,2.683540014,42.41578307,49.33715353,1.742206114,6.291708895,30.60417392,1.339426069,62.96049369,55.93415165,0.026153358,4.389333984,18.38692858,37.69143707,281.2326868,47274
North America,Canada,Ontario,High,71,14.78663775,7.2,15.57,8702,62.98942986,214,117,204,65.76998075,33.50621065,68.99978886,78,50,14.31540778,50.01573443,36.58625164,16.43337364,20.72367819,21.14720278,72.7,33.65000169,0.871280467,46.35136788,7.29132108,1.6475458,11.26743191,121.0482015,0.798712153,173.8606066,0.457941864,2.516267219,21.15033183,21.09113999,0.041217852,9.861195853,80.55427066,0.50115468,72.23486672,34.87051645,0.901190615,8.466439205,52.28175152,234.5065407,-279.0336206,43313
Oceania,Australia,New South Wales,Medium,197,22.62369103,3.9,2.62,41827,65.52296176,244,75,507.4,53.33455649,50.11504943,54.21126382,71,51,136.2236077,49.44561002,8.493818816,1.62141772,11.58770244,5.085868367,159.6,34.63435209,0.964330094,11.86435186,5.868183112,5.455008852,20.02407452,374.9864722,0.881082591,53.17178544,0.498532691,7.575770268,35.01025392,6.227905225,-2.292864896,5.73554991,57.84660435,3.509075142,0.467181883,22.44788356,0.262913633,0.770848766,98.568783,131.5741468,-364.3383297,34664
Antarctica,Antarctica,Antarctica,Very High,81,42.07329824,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,22.51538572,0.202059525,3.640042972,8.955054538,13.58232759,50.89827069,11.45531875,0.047769067,136.0289657,0.876325235,5.668045883,30.70159507,86.43386392,2.259074386,1.523906524,40.44253474,2.145784547,42.88535317,80.95057906,0.289338942,0.20056582,17.78288572,295.5481571,-232.4249501,16167
South America,Colombia,Medellín,Medium,84,18.46086684,5.9,19.47,79358,67.2454724,468,101,605.5,81.31092579,62.07390315,51.053385,59,88,100.74688,89.48043555,11.59229716,10.08739332,36.18784407,21.61322672,121.3,36.11534241,0.675144123,46.30681819,6.444589746,3.708469903,6.311525802,90.04857125,0.657853033,198.2001744,0.216590248,3.190318346,58.3605807,73.45516578,2.462473587,1.251429565,72.11574146,8.343360582,77.818562,55.22317127,0.712947215,0.172596363,46.20110041,23.72164692,-389.0632885,23692
Antarctica,Antarctica,Antarctica,High,72,33.91935811,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,24.43859824,0.819469332,25.72995553,6.236144976,9.931109908,56.15394126,6.035277903,0.158538613,115.7868069,1.900613967,4.485715245,49.69214259,88.29509494,-0.49715318,1.730169659,91.45786077,9.951103657,95.38921656,37.32667966,0.449095688,8.877893614,34.92415602,29.09458712,303.7827754,20500
Antarctica,Antarctica,Antarctica,High,71,33.06299367,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,34.74862663,0.121163371,44.70777113,4.246300963,10.73895845,10.06329925,266.8848208,0.808503605,55.87494014,1.709426975,8.405657486,32.43901008,0.740045926,2.333437207,6.48712943,37.74271645,9.3215534,44.68549928,61.99312335,0.399099702,9.377311096,9.969396286,132.6509456,445.6330387,28184
Oceania,Fiji,Suva,High,75,9.53949852,4.5,16.55,45569,75.1094122,71,79,62.7,74.13931107,23.60919065,49.56073194,60,60,81.08387943,81.72217021,53.47703036,18.68647384,30.17516403,5.874387859,127.8,19.32889127,0.755371409,47.64798533,9.514167086,4.888733276,82.24806518,453.056898,0.224079396,188.7203073,0.665793351,0.988845477,32.06738641,93.00270818,1.386377751,4.196170506,82.76587042,4.503955086,60.79651467,40.51734416,0.314957868,0.103140949,24.34273589,152.3413462,-143.2361825,29087
Antarctica,Antarctica,Antarctica,Low,50,11.94769616,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,22.06220451,0.591492345,49.79061453,9.584645762,8.070581577,62.14004407,35.8560966,0.983753083,178.8743062,0.721318838,1.50654786,32.8091439,72.57339996,-2.453401759,3.816522991,42.09864031,5.677127169,92.8350459,15.97489652,0.879867177,6.610220668,51.32541313,31.00225972,327.2972848,34666
Asia,Japan,Tokyo,Low,162,49.84005473,4.4,9.23,21328,88.17973241,356,59,762.3,56.98927984,41.80241528,95.70351036,78,41,136.9946286,20.99180149,25.63411802,3.625050234,-0.323548414,13.78204055,174.8,15.25766223,0.072227087,44.66139728,4.956528369,12.02652623,80.97387381,195.581548,0.767712736,147.5425851,0.418238305,5.959374833,29.44825219,82.35496083,0.737034042,6.402379922,50.08761964,0.795587847,37.80011341,83.06439669,0.140437894,5.393205474,64.02818256,17.90564931,213.6416967,22735
South America,Colombia,Bogotá,Low,151,21.36843708,4.1,24.86,45710,56.2512434,318,60,1347.2,74.65899277,20.93832592,77.05610522,51,61,148.3339208,20.85530592,28.70238354,18.21898805,26.13599014,1.701281904,121.1,26.57445557,0.156720383,37.4794478,3.882109563,19.30822502,51.52074524,265.5312327,0.753394826,194.3852331,1.217338912,0.524203607,39.40486168,57.67235363,2.014822313,9.834201483,93.74524707,9.050644075,81.76436716,43.16793112,0.716388422,8.432820606,77.05325722,19.80791022,336.5458592,42885
South America,Argentina,Buenos Aires,Low,156,39.9902577,5.9,2.15,49029,60.66209461,351,74,232.7,64.28965415,80.35643761,97.08134958,39,64,107.095067,47.13559137,40.22781922,5.592170136,25.07087794,14.94612062,192.2,41.35240803,0.701545963,12.18944691,6.527753849,1.617851809,14.47296582,473.9766626,0.090081652,154.0630389,0.213230332,3.913108996,49.26349374,42.2598906,-0.008458081,0.981845178,42.145934,2.451674705,86.26935569,54.54876042,0.425596105,0.836750617,97.71920101,194.8330099,-219.7374845,49306
South America,Argentina,Buenos Aires,Medium,163,38.6957453,5.8,4.24,38182,60.88349087,88,30,1035,68.63192223,41.55955233,43.72923542,86,68,123.1002631,21.33563468,51.74096559,8.52361897,14.69046238,6.566759672,128.4,49.32350191,0.480984046,35.89866294,8.919205049,13.27925647,82.66685069,247.0418745,0.642308012,167.8818402,0.315661391,3.715501751,27.31519881,1.188427575,-1.307430534,5.424883486,82.22464656,5.245042769,84.49189295,55.00545372,0.533761532,5.830766131,32.32704428,104.8030158,-172.720203,47488
Asia,Japan,Kyoto,Low,59,49.84981986,3.5,13.02,52006,66.78705135,431,132,758.8,53.20124241,51.69987609,94.20439184,79,41,42.10643349,97.05060133,33.28824171,16.61257683,37.03236422,26.69123581,152.5,40.85497096,0.517466276,33.51504871,7.470724226,14.66320252,81.99789541,412.880964,0.586245539,198.9799483,0.267698308,1.61958968,28.16719869,92.30362566,1.287412983,6.333532752,51.70103223,9.698575104,76.58456675,11.44816694,0.196721965,9.289942644,32.21176916,269.9887085,-371.329973,49970
Africa,Egypt,Alexandria,High,118,19.75565523,4.8,13.58,34325,94.75544651,151,0,384.2,83.48908133,38.56331192,42.91390687,42,68,55.0518264,87.26100669,7.06424725,2.039657123,2.469805164,24.34662084,70.8,34.2618402,0.624908869,43.5586191,7.397161228,19.20282317,30.19390554,166.5889934,0.969931509,84.90692546,0.257667989,8.315714572,39.6296676,92.39792194,0.16676161,0.352159777,13.59557998,3.978359637,35.29027438,47.06601551,0.299285139,2.862412498,28.56939356,265.306615,332.7430613,38413
Antarctica,Antarctica,Antarctica,Medium,167,16.63065444,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,36.31789973,0.527442688,19.79451029,6.982630224,11.72061294,72.59386555,482.2032009,0.071119526,141.9462452,0.983966009,9.960722443,49.52868325,38.45268264,-0.095917673,3.92961176,87.90560506,4.535283198,71.3051285,41.84443085,0.211362246,8.426653249,78.3027469,143.6267501,-69.12617275,41771
Africa,Nigeria,Lagos,High,172,16.71519575,4.4,1.01,47622,70.73257721,321,129,252.5,51.88913282,59.5177565,63.35642746,80,67,67.76417953,69.30902669,49.37567805,12.45866035,2.998353336,7.497051895,128.3,33.64867215,0.137422669,31.0432123,8.88563855,7.571139065,16.87364858,138.5534366,0.117446922,131.8957758,0.15060097,0.739051032,35.58893128,84.14618244,2.220803994,7.865552831,21.07020293,4.877572323,94.33351003,72.84616472,0.826732123,0.006583824,16.32817384,9.274795709,44.37501336,20809
Europe,France,Île-de-France,High,112,9.523037298,7.8,22.83,46009,61.89098384,312,28,445.9,68.03470016,72.89709449,68.60122642,77,69,113.0812264,26.46025194,40.86351331,4.481149507,-1.103555111,10.24496077,122.9,41.07786828,0.092199658,9.362662919,7.14423401,7.361838322,35.14631984,48.94496277,0.473133604,120.3386469,1.703589048,9.21223534,35.02128749,37.55502947,-2.154771366,5.095522384,60.54765899,1.991620191,30.95600482,76.94126966,0.986834823,7.517307222,83.25943058,263.7737963,-9.268471742,36626
Antarctica,Antarctica,Antarctica,Medium,94,23.98198527,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,39.83604896,0.962832829,42.75145698,6.008635836,16.25695497,5.783126391,53.60390735,0.272218244,50.4974394,1.302085975,9.508109415,33.77734663,78.628408,2.241199101,5.78321923,50.6549698,1.833138268,1.175280094,22.33618175,0.905811409,5.793358311,88.48778734,3.296034877,-303.7058213,49257
Antarctica,Antarctica,Antarctica,Medium,140,26.99901134,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,23.31809261,0.955777794,38.00046924,0.464783242,13.03891595,10.71733187,340.1155149,0.843118176,135.28887,0.188979849,6.340240625,49.20158473,77.49637134,-1.267405974,5.603482646,37.92318695,1.703147352,39.10933758,45.40470947,0.062155939,2.273822955,82.27736322,197.3478734,-96.62201321,34421
Oceania,Fiji,Suva,High,197,27.5442744,7,18.12,71203,64.43019357,346,32,291,68.25233591,31.81746097,48.79596945,51,79,93.44510653,93.4707026,9.569672042,18.95914813,-12.58296168,15.99911341,33,24.18411356,0.792613863,42.12353026,3.121434113,15.58330904,1.383308465,201.4053282,0.971190274,50.44930686,1.450100311,7.935989715,44.46393846,52.22075393,-0.392645392,3.746433598,99.59589117,5.107491872,24.52063042,46.24385042,0.851764535,5.760443105,30.570451,32.71300671,166.7365641,32265
Asia,South Korea,Busan,Low,152,35.01846011,6.2,17.28,68356,66.87951206,303,85,536.6,63.85077108,97.93857935,82.57233865,33,54,95.32058567,28.98227718,17.65080419,5.666920882,0.616584236,22.66778242,37.6,38.96675067,0.148084908,18.03936154,6.020510972,13.43376698,39.5781132,222.9378584,0.180799579,84.13380291,1.509556808,1.595470794,40.78073516,23.26971514,0.845578952,7.406659805,26.45351373,2.8570298,57.43096978,51.47631845,0.589804373,6.839970618,76.26114443,35.98533335,359.6891754,28929
South America,Argentina,Buenos Aires,Low,89,45.04829624,6.9,1.33,35359,81.58566863,390,135,530.1,77.57010708,96.81155503,72.3596628,83,69,135.0544163,81.4396386,36.1610254,2.649322361,-14.96443403,29.42371807,129.7,24.87395713,0.637962527,14.20846958,2.100810686,6.155587758,77.60296214,306.4741137,0.158764588,96.79890314,1.152490698,3.683066465,56.28862729,21.23828774,-2.10943578,3.005887925,77.78723207,7.770796298,19.67572257,89.81020547,0.449996897,0.410760169,14.14999029,158.2048395,-83.44540838,25948
North America,Canada,Ontario,Low,191,27.69405746,5.8,14.43,72892,66.11186593,227,126,849.5,64.5910403,76.31556358,87.75781379,60,85,12.20984321,35.99229923,47.73510899,11.65010325,31.61240619,1.912740994,126.3,40.9281644,0.146164443,21.87847636,7.342612667,9.32900293,49.56295598,468.8417075,0.617435398,156.7076259,0.829521926,4.105868147,32.39411642,28.98322995,-1.298445851,2.949322815,41.71920796,7.415114421,79.76852569,71.37104959,0.313067687,5.804855383,5.895649018,229.0113216,106.4013978,17606
Europe,Germany,Bavaria,Medium,71,38.6775788,7.2,21.24,2763,93.2160257,302,78,942.4,65.02413169,82.66628243,84.11503817,46,65,107.6181705,41.1491316,55.23322882,8.20385722,8.630182974,9.390661067,16.6,41.59244139,0.199107728,35.5810735,5.932164509,10.90007624,97.65963262,14.13768157,0.207240146,57.52853456,0.226193633,5.198052614,27.29513914,43.51152942,1.228502654,2.18676388,53.07912396,9.165237966,47.24696127,87.8975413,0.60756249,5.239010789,24.21323727,89.11648988,118.6972525,41643
North America,Canada,Quebec,Low,76,38.8368692,7.9,11.45,34931,91.3229416,491,2,398.4,66.35641714,84.89733278,84.68812877,32,82,82.6627061,72.46310614,40.19192582,17.76231109,7.08694251,25.47175199,181.7,44.9470951,0.003619575,17.16354796,6.865510029,0.741038753,61.09732193,406.363403,0.279764036,182.4451449,0.764498604,4.313857767,53.97988508,42.87926658,-0.346214539,6.021693103,4.288406181,1.450606945,9.480655441,92.25901615,0.782597905,4.453418365,52.37878334,276.5932066,234.2840299,13939
Oceania,Fiji,Suva,Medium,121,38.49369528,6.7,15.24,5919,87.75019814,234,67,488,70.98897067,86.54705374,99.08339593,59,82,53.93475564,28.24055365,25.10334205,13.0107046,-11.55514173,28.72392369,172.6,18.0898289,0.825909924,38.93607661,1.547678741,4.197830818,22.41323213,107.8139948,0.129344533,66.72890508,1.002577359,1.452535661,31.77757891,16.44548657,-1.948781521,7.072635078,89.55587879,5.173456074,64.66088685,56.99269757,0.670946415,1.007477214,73.30572509,140.6280998,1.455572273,22464
